movieId,title,genres
4725,Clambake,"['music', 'romance']"
4726,Dirty Harry,"['action', 'crime', 'thriller']"
4727,Destiny in Space,['documentary']
4728,Fiddler on the Roof,"['drama', 'romance']"
4729,Hail Columbia!,['documentary']
4730,Kansas,"['drama', 'thriller', 'crime', 'romance']"
4731,Making the Grade,"['comedy', 'romance']"
4732,Mission to Mir,['documentary']
4733,Not Without My Daughter,"['drama', 'thriller']"
4734,Female Trouble,"['comedy', 'crime']"
4735,Titanica,['documentary']
4736,From Hell,"['horror', 'mystery', 'thriller']"
4737,The Last Castle,"['action', 'drama', 'thriller']"
4738,Riding in Cars with Boys,"['comedy', 'drama', 'romance']"
4739,Bangkok Dangerous,"['thriller', 'action', 'crime', 'drama']"
4740,Burnt Money,['crime']
4741,Dancing at the Blue Iguana,"['drama', 'mystery']"
4742,Focus,['drama']
4743,Intimacy,"['romance', 'drama']"
4744,Waking Life,"['animation', 'drama']"
4745,K-PAX,"['drama', 'science fiction']"
4746,On the Line,"['comedy', 'family', 'romance']"
4747,Thir13en Ghosts,"['horror', 'thriller']"
4748,Better Than Sex,"['romance', 'drama', 'comedy']"
4749,Donnie Darko,"['fantasy', 'drama', 'mystery']"
4750,High Heels and Low Lifes,"['action', 'crime', 'comedy']"
4751,Life as a House,['drama']
4752,The Man Who Wasn't There,"['crime', 'drama']"
4753,Ouch,['comedy']
4754,The Town Is Quiet,"['drama', 'foreign']"
4755,Trembling Before G-d,[]
4756,Domestic Disturbance,"['mystery', 'thriller', 'crime']"
4757,"Monsters, Inc.","['animation', 'comedy', 'family']"
4758,The One,"['action', 'science fiction', 'thriller']"
4759,Tape,['drama']
4760,Heist,"['action', 'crime', 'drama', 'thriller']"
4761,Shallow Hal,"['comedy', 'romance']"
4762,King of the Jungle,"['drama', 'thriller']"
4763,Maze,"['drama', 'comedy', 'romance']"
4764,When a Stranger Calls,"['horror', 'thriller']"
4765,Timerider: The Adventure of Lyle Swann,"['action', 'science fiction', 'western']"
4766,The Wash,"['action', 'comedy']"
4767,Harry Potter and the Philosopher's Stone,"['adventure', 'fantasy', 'family']"
4768,The Fluffer,"['comedy', 'drama']"
4769,Novocaine,"['comedy', 'crime', 'thriller']"
4770,Black Knight,"['adventure', 'comedy', 'fantasy']"
4771,Out Cold,['comedy']
4772,Spy Game,"['action', 'crime', 'thriller']"
4773,The Devil's Backbone,"['fantasy', 'drama', 'horror', 'thriller', 'science fiction']"
4774,In the Bedroom,"['drama', 'thriller']"
4775,The Way We Laughed,[]
4776,Hell Up In Harlem,"['action', 'thriller']"
4777,Bucktown,['action']
4778,Across 110th Street,"['action', 'crime', 'drama', 'thriller']"
4779,Le Petit Soldat,"['drama', 'war']"
4780,The Incredible Shrinking Woman,"['comedy', 'family', 'science fiction']"
4781,Katie Tippel,"['romance', 'drama']"
4782,Jabberwocky,"['fantasy', 'comedy']"
4783,Funny Girl,"['drama', 'comedy', 'music', 'romance']"
4784,Circus of Horrors,['horror']
4785,Breathless,"['drama', 'crime']"
4786,The Beastmaster,"['action', 'fantasy']"
4787,Midway,"['action', 'drama', 'history', 'war']"
4788,MacArthur,"['drama', 'history']"
4789,The Young Lions,"['action', 'drama', 'war']"
4790,Subway,"['action', 'thriller']"
4791,"Now, Voyager","['drama', 'romance']"
4792,Little Women,"['drama', 'family']"
4793,Halls of Montezuma,"['adventure', 'drama', 'action', 'war']"
4794,Guadalcanal Diary,"['action', 'war', 'drama']"
4795,Anzio,"['action', 'drama', 'war']"
4796,The Cheap Detective,"['comedy', 'thriller', 'crime', 'mystery']"
4797,Everybody's Famous!,"['comedy', 'foreign']"
4798,The Last Wave,"['drama', 'mystery', 'thriller']"
4799,That Obscure Object of Desire,"['comedy', 'drama', 'romance']"
4800,The Toy,"['comedy', 'family']"
4801,Funeral in Berlin,['thriller']
4802,Don't Go in the House,['horror']
4803,Dressed to Kill,"['horror', 'mystery', 'thriller']"
4804,The Earthling,"['action', 'drama']"
4805,The Exterminator,"['action', 'thriller', 'crime', 'drama']"
4806,The Falls,"['drama', 'science fiction']"
4807,Fame,['drama']
4808,Fatso,"['comedy', 'romance']"
4809,The Aviator's Wife,"['comedy', 'drama', 'romance']"
4810,The Final Countdown,"['action', 'science fiction']"
4811,The First Deadly Sin,"['crime', 'drama', 'mystery', 'thriller']"
4812,Flash Gordon,['science fiction']
4813,The Angry Red Planet,"['adventure', 'science fiction']"
4814,At the Earth's Core,"['adventure', 'fantasy', 'science fiction']"
4815,Empire of the Ants,"['horror', 'science fiction']"
4816,The Enforcer,"['action', 'crime', 'thriller']"
4817,An Eye for an Eye,"['adventure', 'action', 'crime']"
4818,The Gauntlet,"['drama', 'action', 'crime', 'thriller']"
4819,I Bury the Living,['horror']
4820,Invasion U.S.A.,"['action', 'thriller']"
4821,Lone Wolf McQuade,"['action', 'crime', 'drama', 'romance', 'thriller', 'western']"
4822,Lord of the Flies,"['adventure', 'drama', 'thriller']"
4823,Morons from Outer Space,"['comedy', 'science fiction']"
4824,The People That Time Forgot,"['adventure', 'fantasy', 'science fiction']"
4825,Ocean's Eleven,"['thriller', 'music', 'comedy', 'crime']"
4826,The Sicilian,['drama']
4827,The Stunt Man,"['action', 'comedy', 'drama', 'thriller']"
4828,Sudden Impact,"['action', 'crime', 'thriller']"
4829,Behind Enemy Lines,"['action', 'drama', 'thriller', 'war']"
4830,The Affair of the Necklace,"['drama', 'history']"
4831,The Independent,['comedy']
4832,Porn Star: The Legend of Ron Jeremy,['documentary']
4833,Texas Rangers,"['action', 'western']"
4834,Ocean's Eleven,"['thriller', 'crime']"
4835,Baran,"['drama', 'foreign', 'romance']"
4836,The Business of Strangers,"['drama', 'thriller']"
4837,The Incredible Shrinking Man,"['drama', 'science fiction', 'thriller']"
4838,No Man's Land,"['drama', 'action', 'history']"
4839,Piñero,['drama']
4840,And Then There Were None,"['crime', 'drama', 'mystery']"
4841,The Blue Angel,['drama']
4842,Moscow on the Hudson,"['comedy', 'drama', 'romance']"
4843,The Owl and the Pussycat,"['comedy', 'romance']"
4844,Amélie,"['comedy', 'romance']"
4845,Not Another Teen Movie,['comedy']
4846,Vanilla Sky,"['drama', 'mystery', 'romance', 'science fiction', 'thriller']"
4847,Iris,"['drama', 'romance']"
4848,Kandahar,['drama']
4849,Lantana,"['crime', 'drama', 'mystery', 'thriller']"
4850,The Royal Tenenbaums,"['comedy', 'drama']"
4851,Bill & Ted's Bogus Journey,"['adventure', 'comedy', 'family', 'fantasy', 'science fiction']"
4852,Clockwise,['comedy']
4853,The Crawling Eye,"['horror', 'science fiction']"
4854,The Holcroft Covenant,"['action', 'crime', 'thriller']"
4855,Morgan: A Suitable Case for Treatment,"['comedy', 'drama', 'fantasy']"
4856,Sheena,"['action', 'adventure', 'comedy', 'fantasy', 'science fiction']"
4857,Silent Rage,"['action', 'horror', 'science fiction', 'thriller']"
4858,Spacehunter: Adventures in the Forbidden Zone,"['adventure', 'science fiction']"
4859,White Water Summer,"['family', 'adventure', 'drama']"
4860,How High,['comedy']
4861,Jimmy Neutron: Boy Genius,"['action', 'adventure', 'animation', 'comedy', 'family', 'fantasy', 'science fiction']"
4862,Joe Somebody,['comedy']
4863,Kate & Leopold,"['comedy', 'fantasy', 'romance', 'science fiction']"
4864,The Lord of the Rings: The Fellowship of the Ring,"['adventure', 'fantasy', 'action']"
4865,The Majestic,"['drama', 'romance']"
4866,A Beautiful Mind,"['drama', 'romance']"
4867,Little Otik,"['animation', 'fantasy', 'drama', 'horror', 'comedy', 'science fiction']"
4868,The Convent,"['horror', 'thriller', 'comedy']"
4869,The Defiant Ones,"['crime', 'drama']"
4870,Dodsworth,"['drama', 'romance']"
4871,Medium Cool,['drama']
4872,Sahara,"['action', 'adventure', 'drama', 'war']"
4873,Fritz the Cat,"['animation', 'comedy', 'drama']"
4874,The Nine Lives of Fritz the Cat,"['animation', 'comedy']"
4875,The Party,['comedy']
4876,Separate Tables,"['drama', 'romance']"
4877,Sex and Zen,"['drama', 'adventure', 'comedy']"
4878,Topkapi,"['adventure', 'comedy', 'crime']"
4879,Witness for the Prosecution,"['drama', 'mystery', 'crime']"
4880,Ali,['drama']
4881,Black Hawk Down,"['action', 'history', 'war']"
4882,Charlotte Gray,"['drama', 'history', 'romance', 'war']"
4883,Yentl,"['music', 'drama', 'romance']"
4884,Gosford Park,"['drama', 'mystery', 'thriller']"
4885,I Am Sam,['drama']
4886,Monster's Ball,"['drama', 'romance']"
4887,The Shipping News,"['drama', 'romance']"
4888,The Big Heat,"['crime', 'drama']"
4889,Motorama,['comedy']
4890,Queen Bee,['drama']
4891,Silent Trigger,"['drama', 'action', 'thriller']"
4892,Murder by Death,"['comedy', 'crime', 'mystery', 'thriller']"
4893,The Servant,['drama']
4894,The Waterdance,['drama']
4895,Come Undone,"['romance', 'drama']"
4896,Orange County,"['comedy', 'drama']"
4897,Brotherhood of the Wolf,"['adventure', 'horror', 'action', 'history']"
4898,Another 48 Hrs.,"['thriller', 'action', 'comedy', 'crime', 'drama']"
4899,What Time Is It There?,"['drama', 'romance']"
4900,China Moon,"['mystery', 'thriller']"
4901,The Umbrella Woman,"['drama', 'romance', 'foreign']"
4902,Maria's Lovers,"['drama', 'romance']"
4903,Romantic Comedy,"['comedy', 'romance']"
4904,The Russia House,"['drama', 'action', 'thriller', 'romance']"
4905,Truly Madly Deeply,"['fantasy', 'drama', 'comedy', 'science fiction', 'romance']"
4906,Wuthering Heights,"['drama', 'romance']"
4907,California Suite,"['comedy', 'drama', 'romance']"
4908,The Long Gray Line,"['comedy', 'drama']"
4909,The Flight of Dragons,"['animation', 'fantasy', 'family']"
4910,Dragonslayer,['fantasy']
4911,Conan the Destroyer,"['adventure', 'fantasy', 'action']"
4912,Fire and Ice,"['animation', 'fantasy', 'science fiction']"
4913,Forbidden Zone,"['comedy', 'fantasy']"
4914,The Formula,"['thriller', 'crime']"
4915,Foxes,"['drama', 'thriller']"
4916,Galaxina,"['comedy', 'science fiction']"
4917,Impostor,"['action', 'science fiction', 'thriller']"
4918,Kung Pow: Enter the Fist,"['action', 'comedy']"
4919,Snow Dogs,"['adventure', 'comedy', 'family']"
4920,48 Hrs.,"['thriller', 'action', 'comedy', 'crime', 'drama']"
4921,The Farewell,['drama']
4922,Italian for Beginners,"['comedy', 'drama', 'romance']"
4923,Time of Favor,['drama']
4924,Blankman,"['action', 'adventure', 'comedy']"
4925,Brainstorm,"['science fiction', 'thriller']"
4926,Dragon: The Bruce Lee Story,['drama']
4927,The Enigma of Kaspar Hauser,"['drama', 'history']"
4928,4 for Texas,"['comedy', 'western']"
4929,Heart of Glass,"['comedy', 'drama', 'foreign']"
4930,Little Dieter Needs to Fly,['documentary']
4931,M*A*S*H,"['comedy', 'drama', 'war']"
4932,Mrs. Soffel,"['drama', 'romance']"
4933,Seconds,"['mystery', 'science fiction', 'thriller', 'drama']"
4934,One-Eyed Jacks,"['western', 'action']"
4935,The Count of Monte Cristo,"['action', 'adventure', 'drama', 'thriller']"
4936,The Mothman Prophecies,"['drama', 'horror', 'mystery']"
4937,A Walk to Remember,"['drama', 'romance']"
4938,American Adobo,"['comedy', 'romance']"
4939,Beijing Bicycle,['drama']
4940,Hey Happy,"['comedy', 'horror', 'science fiction']"
4941,Maelström,['drama']
4942,Metropolis,"['animation', 'science fiction']"
4943,The Son's Room,['drama']
4944,Storytelling,"['comedy', 'drama']"
4945,Waydowntown,"['comedy', 'drama', 'horror']"
4946,The Adventures of Huck Finn,"['action', 'adventure', 'drama', 'family']"
4947,Cousins,"['comedy', 'romance']"
4948,Falling in Love,"['drama', 'romance']"
4949,Young at Heart,"['drama', 'music', 'romance']"
4950,Slackers,"['comedy', 'romance']"
4951,Birthday Girl,"['comedy', 'crime', 'thriller']"
4952,A Rumor of Angels,['drama']
4953,Rare Birds,"['comedy', 'drama', 'mystery', 'romance']"
4954,Caged Heat,['action']
4955,Carmen Jones,"['drama', 'music', 'romance']"
4956,The Five Heartbeats,"['drama', 'music']"
4957,Get Out Your Handkerchiefs,"['romance', 'comedy', 'drama']"
4958,Going Places,"['drama', 'comedy']"
4959,Honky Tonk Freeway,"['action', 'comedy']"
4960,The Hunchback of Notre Dame,"['horror', 'drama', 'history']"
4961,The Magnificent One,"['action', 'comedy']"
4962,Big Fat Liar,"['comedy', 'family']"
4963,Collateral Damage,"['action', 'thriller', 'drama']"
4964,Rollerball,"['action', 'science fiction', 'thriller']"
4965,"Scotland, Pa.","['comedy', 'crime']"
4966,Baby's Day Out,"['action', 'adventure', 'comedy', 'family']"
4967,Bright Eyes,"['drama', 'family', 'music']"
4968,Dimples,"['drama', 'family']"
4969,Heidi,"['drama', 'family', 'music']"
4970,The Man Who Loved Women,['comedy']
4971,Richard Pryor: Here and Now,['comedy']
4972,Rookie of the Year,"['comedy', 'family']"
4973,The Sandlot,"['comedy', 'family']"
4974,Cows,['drama']
4975,Don't Look Now,"['thriller', 'drama', 'horror']"
4976,Crossroads,"['action', 'adventure', 'comedy', 'drama', 'family', 'music', 'romance']"
4977,Hart's War,"['drama', 'war']"
4978,John Q,"['drama', 'thriller', 'crime']"
4979,Return to Never Land,"['adventure', 'fantasy', 'animation', 'family']"
4980,Super Troopers,"['comedy', 'crime', 'mystery']"
4981,The Good Son,"['drama', 'horror', 'thriller']"
4982,Last Orders,"['comedy', 'drama']"
4983,After the Fox,"['crime', 'comedy']"
4984,The Bad and the Beautiful,"['drama', 'romance']"
4985,Cast a Giant Shadow,"['war', 'action', 'drama', 'history']"
4986,Designing Woman,"['comedy', 'romance']"
4987,Funny Lady,"['comedy', 'drama', 'music', 'romance']"
4988,The Heartbreak Kid,"['comedy', 'romance']"
4989,Saturday Night and Sunday Morning,['drama']
4990,Sleuth,"['thriller', 'mystery']"
4991,Stroszek,['drama']
4992,Summer of '42,"['comedy', 'drama', 'romance']"
4993,A Touch of Class,"['comedy', 'romance']"
4994,Town Without Pity,['drama']
4995,Used Cars,"['action', 'comedy']"
4996,The Deadly Mantis,"['thriller', 'horror', 'romance', 'science fiction']"
4997,Dragonfly,['drama']
4998,Queen of the Damned,"['drama', 'fantasy', 'horror']"
4999,Big Bad Love,"['drama', 'comedy']"
5000,Green Dragon,"['action', 'adventure', 'drama']"
5001,How to Kill Your Neighbor's Dog,"['comedy', 'drama']"
5002,The Last Man,['comedy']
5003,Maryam,['drama']
5004,Mean Machine,"['comedy', 'drama']"
5005,Monsoon Wedding,"['comedy', 'drama', 'romance']"
5006,Wendigo,['horror']
5007,Scratch,"['documentary', 'music']"
5008,State Property,"['action', 'crime', 'drama']"
5009,The Bad News Bears,"['comedy', 'family']"
5010,The Bad News Bears Go to Japan,"['comedy', 'family']"
5011,The Bad News Bears in Breaking Training,"['comedy', 'family']"
5012,The Firemen's Ball,"['comedy', 'drama']"
5013,The Lone Ranger,"['adventure', 'western']"
5014,The Lone Ranger and the Lost City of Gold,"['action', 'adventure', 'western']"
5015,Loves of a Blonde,"['comedy', 'drama', 'romance']"
5016,Vampire Hunter D: Bloodlust,"['action', 'adventure', 'animation', 'fantasy', 'horror', 'mystery', 'science fiction']"
5017,Wild Strawberries,['drama']
5018,Black Like Me,['drama']
5019,Cattle Queen of Montana,['western']
5020,Under the Skin,['drama']
5021,40 Days and 40 Nights,"['comedy', 'romance']"
5022,We Were Soldiers,"['action', 'history', 'war']"
5023,Trouble Every Day,"['drama', 'horror']"
5024,The Arena,"['action', 'adventure']"
5025,The Big Bird Cage,"['action', 'crime', 'drama']"
5026,The Big Doll House,"['action', 'drama']"
5027,The Church,['horror']
5028,Cross Creek,"['drama', 'romance']"
5029,FernGully: The Last Rainforest,"['fantasy', 'animation', 'science fiction', 'family']"
5030,Hell of the Living Dead,['horror']
5031,Intersection,"['drama', 'romance']"
5032,"Jo Jo Dancer, Your Life Is Calling",['drama']
5033,StageFright: Aquarius,['horror']
5034,A Troll in Central Park,"['fantasy', 'animation', 'science fiction', 'family']"
5035,Zombie Flesh Eaters,['horror']
5036,The Amazing Quest of Ernest Bliss,"['romance', 'drama', 'comedy']"
5037,My Favorite Brunette,"['comedy', 'thriller', 'mystery', 'romance']"
5038,Royal Wedding,"['comedy', 'music', 'romance']"
5039,Scarlet Street,['drama']
5040,All About the Benjamins,"['action', 'adventure', 'comedy']"
5041,The Time Machine,"['science fiction', 'adventure', 'action']"
5042,Full Frontal,"['comedy', 'drama', 'romance']"
5043,Divorcing Jack,"['comedy', 'foreign', 'romance']"
5044,The Field,['drama']
5045,Hidden Agenda,"['mystery', 'drama', 'thriller']"
5046,The Magnificent Ambersons,"['romance', 'drama']"
5047,Fun,"['drama', 'thriller', 'romance', 'foreign']"
5048,Gloria,"['drama', 'action', 'thriller', 'crime']"
5049,The Great Rock 'n' Roll Swindle,"['comedy', 'documentary']"
5050,Hangar 18,"['action', 'science fiction', 'thriller']"
5051,Hawk the Slayer,"['fantasy', 'action', 'adventure', 'science fiction']"
5052,He Knows You're Alone,['horror']
5053,Heaven's Gate,"['action', 'drama', 'history', 'western']"
5054,Hero at Large,"['action', 'comedy', 'drama']"
5055,Honeysuckle Rose,"['drama', 'music', 'romance']"
5056,Hopscotch,"['action', 'adventure', 'comedy', 'thriller']"
5057,How to Beat the High Co$t of Living,['comedy']
5058,Humanoids from the Deep,"['horror', 'science fiction']"
5059,Inside Moves,['drama']
5060,The Island,"['action', 'adventure', 'drama']"
5061,The Jazz Singer,"['drama', 'music', 'romance']"
5062,Who's Singin' Over There?,"['drama', 'comedy', 'adventure']"
5063,Zombie Lake,['horror']
5064,Lion of the Desert,"['action', 'history', 'war']"
5065,Little Darlings,"['comedy', 'drama']"
5066,The Long Good Friday,"['crime', 'drama', 'action', 'thriller']"
5067,The Long Riders,"['western', 'history']"
5068,The Man Who Saw Tomorrow,['drama']
5069,Eaten Alive!,"['adventure', 'horror']"
5070,Mon Oncle d'Amérique,"['comedy', 'drama', 'romance']"
5071,The Monster Club,"['comedy', 'horror']"
5072,Death Watch,"['drama', 'science fiction']"
5073,Motel Hell,"['comedy', 'horror']"
5074,Mother's Day,"['action', 'comedy', 'horror']"
5075,The Mountain Men,"['action', 'adventure', 'western']"
5076,The Ninth Configuration,"['comedy', 'drama', 'horror', 'thriller']"
5077,Burial Ground,['horror']
5078,The Nude Bomb,"['action', 'comedy', 'crime', 'mystery']"
5079,The Octagon,"['adventure', 'action', 'thriller']"
5080,"Oh, God! Book II","['fantasy', 'comedy']"
5081,"Oh, God!","['fantasy', 'comedy']"
5082,Oh Heavenly Dog,"['comedy', 'thriller', 'crime']"
5083,"Pepi, Luci, Bom",['comedy']
5084,Super Fuzz,"['fantasy', 'action', 'comedy', 'science fiction']"
5085,Ice Age,"['animation', 'comedy', 'family', 'adventure']"
5086,Resident Evil,"['horror', 'action', 'science fiction']"
5087,Showtime,"['action', 'comedy']"
5088,Harrison's Flowers,"['drama', 'romance', 'war']"
5089,Kissing Jessica Stein,['comedy']
5090,Pauline & Paulette,"['drama', 'comedy']"
5091,Promises,['documentary']
5092,Y Tu Mamá También,"['drama', 'romance']"
5093,All the Right Moves,"['romance', 'drama']"
5094,Barabbas,"['adventure', 'drama', 'history']"
5095,The Ghost Breakers,['comedy']
5096,I Think I Do,"['comedy', 'romance']"
5097,The Paleface,"['comedy', 'western']"
5098,Road to Morocco,['comedy']
5099,Road to Singapore,['comedy']
5100,Road to Utopia,['comedy']
5101,Road to Zanzibar,['comedy']
5102,Split Second,"['thriller', 'action', 'horror', 'science fiction', 'crime']"
5103,A Tale of Springtime,"['comedy', 'drama', 'romance']"
5104,Taps,['drama']
5105,Return of the Secaucus Seven,['drama']
5106,Rude Boy,['music']
5107,Running Scared,"['drama', 'action', 'adventure']"
5108,Seems Like Old Times,"['comedy', 'romance']"
5109,Serial,"['comedy', 'romance']"
5110,The Young Master,"['action', 'comedy']"
5111,Shogun Assassin,"['adventure', 'action']"
5112,Simon,"['comedy', 'science fiction']"
5113,Smokey and the Bandit II,"['action', 'comedy']"
5114,Smokey and the Bandit,"['action', 'adventure', 'comedy']"
5115,Smokey and the Bandit Part 3,"['action', 'comedy', 'crime']"
5116,Spetters,"['drama', 'romance']"
5117,Stir Crazy,['comedy']
5118,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,['comedy']
5119,Teheran '43,"['action', 'drama', 'thriller']"
5120,Tender Cousins,"['drama', 'romance']"
5121,Blade II,"['fantasy', 'horror', 'action', 'thriller']"
5122,Sorority Boys,['comedy']
5123,Stolen Summer,"['drama', 'family', 'comedy']"
5124,In The Winter Dark,['foreign']
5125,George Washington,['drama']
5126,Homicidal,"['horror', 'mystery', 'thriller']"
5127,Life Is to Whistle,[]
5128,The Light at the Edge of the World,['adventure']
5129,Mr. Sardonicus,['horror']
5130,Strait-Jacket,"['drama', 'horror', 'thriller']"
5131,Clockstoppers,"['adventure', 'family', 'science fiction', 'thriller']"
5132,Death to Smoochy,"['comedy', 'crime', 'drama', 'thriller']"
5133,Panic Room,"['crime', 'drama', 'thriller']"
5134,The Rookie,"['drama', 'family']"
5135,No Such Thing,"['comedy', 'fantasy', 'drama']"
5136,The Piano Teacher,"['drama', 'romance']"
5137,Teddy Bears' Picnic,[]
5138,30 YEARS TO LIFE,"['comedy', 'romance', 'drama']"
5139,Time Out,['drama']
5140,Very Annie Mary,['comedy']
5141,Bar Girls,['romance']
5142,Boxcar Bertha,"['crime', 'drama', 'romance', 'thriller']"
5143,Crimes of Passion,"['romance', 'drama', 'thriller', 'horror', 'crime']"
5144,The Evil That Men Do,"['adventure', 'crime', 'thriller', 'action']"
5145,Fraternity Vacation,"['comedy', 'romance']"
5146,Impromptu,"['drama', 'comedy', 'music', 'romance']"
5147,Salmonberries,"['drama', 'foreign']"
5148,The Wrong Guys,"['action', 'comedy']"
5149,High Crimes,"['drama', 'mystery', 'thriller', 'crime']"
5150,National Lampoon’s Van Wilder,"['comedy', 'romance']"
5151,Crush,"['romance', 'comedy', 'drama']"
5152,Lucky Break,"['action', 'comedy']"
5153,Les Destinées sentimentales,"['drama', 'romance', 'foreign']"
5154,"After Dark, My Sweet","['crime', 'drama', 'mystery']"
5155,The Atomic Cafe,"['documentary', 'history']"
5156,Body and Soul,['drama']
5157,First Men in the Moon,"['adventure', 'science fiction']"
5158,Rashomon,"['crime', 'drama', 'mystery']"
5159,Slap Shot,"['drama', 'comedy']"
5160,Changing Lanes,"['action', 'adventure', 'crime', 'thriller']"
5161,Frailty,"['drama', 'thriller', 'crime']"
5162,New Best Friend,"['drama', 'thriller', 'mystery']"
5163,The Sweetest Thing,"['romance', 'comedy']"
5164,The Cat's Meow,"['drama', 'mystery', 'thriller']"
5165,Human Nature,"['drama', 'comedy']"
5166,My Big Fat Greek Wedding,"['comedy', 'drama', 'romance']"
5167,3:10 to Yuma,"['drama', 'western']"
5168,Bite the Bullet,"['action', 'western', 'adventure']"
5169,Breakout,"['action', 'adventure', 'thriller']"
5170,Joe Versus the Volcano,"['fantasy', 'comedy', 'science fiction', 'romance']"
5171,"Rome, Open City","['drama', 'history']"
5172,Return of the Killer Tomatoes!,"['comedy', 'horror', 'science fiction']"
5173,Return to Horror High,"['drama', 'horror', 'comedy']"
5174,Taking Care of Business,['comedy']
5175,Three Men and a Baby,"['family', 'comedy', 'drama']"
5176,Three Men and a Little Lady,"['comedy', 'family']"
5177,Transylvania 6-5000,"['comedy', 'horror']"
5178,The Watcher in the Woods,"['fantasy', 'horror', 'science fiction', 'thriller']"
5179,Murder by Numbers,"['crime', 'drama', 'thriller']"
5180,The Scorpion King,"['action', 'fantasy', 'adventure']"
5181,Behind the Sun,"['drama', 'foreign']"
5182,Chelsea Walls,['drama']
5183,Enigma,"['mystery', 'drama', 'thriller', 'romance', 'war']"
5184,Girls Can't Swim,['drama']
5185,Joshua,['drama']
5186,Nine Queens,"['crime', 'drama', 'thriller']"
5187,Spooky House,"['adventure', 'family', 'mystery']"
5188,The Triumph of Love,"['comedy', 'drama', 'romance']"
5189,World Traveler,['drama']
5190,Jason X,"['horror', 'science fiction']"
5191,Life or Something Like It,"['comedy', 'drama', 'romance']"
5192,Dogtown and Z-Boys,['documentary']
5193,"Frank McKlusky, C.I.","['action', 'comedy', 'mystery', 'thriller']"
5194,In Praise of Love,['drama']
5195,Rain,"['drama', 'foreign', 'romance']"
5196,Salton Sea,"['crime', 'drama', 'mystery', 'thriller']"
5197,Some Body,['drama']
5198,Vulgar,"['drama', 'horror', 'thriller', 'crime']"
5199,The Aviator,"['drama', 'adventure', 'romance']"
5200,Bob le Flambeur,"['drama', 'action', 'crime']"
5201,Cadillac Man,"['comedy', 'drama']"
5202,The Coca-Cola Kid,"['comedy', 'drama', 'romance']"
5203,Cuba,"['action', 'drama', 'romance', 'thriller', 'adventure', 'war']"
5204,Delirious,"['fantasy', 'comedy', 'romance']"
5205,Full Moon in Blue Water,"['drama', 'romance']"
5206,Husbands and Wives,"['romance', 'comedy', 'drama']"
5207,Joe,['drama']
5208,Lenny,['drama']
5209,Nomads,"['thriller', 'horror', 'mystery']"
5210,The Temp,"['drama', 'mystery', 'thriller']"
5211,Thief of Hearts,"['crime', 'drama', 'romance', 'thriller']"
5212,Triumph of the Spirit,['drama']
5213,Wild Orchid,"['drama', 'romance']"
5214,Deuces Wild,"['action', 'crime', 'drama', 'romance']"
5215,Hollywood Ending,"['comedy', 'drama']"
5216,Spider-Man,"['fantasy', 'action']"
5217,The Mystic Masseur,['drama']
5218,Warm Water Under a Red Bridge,"['drama', 'romance']"
5219,The Big Sleep,"['drama', 'action', 'thriller', 'crime', 'mystery']"
5220,Butterflies Are Free,"['comedy', 'romance']"
5221,Cactus Flower,"['comedy', 'romance']"
5222,The Cassandra Crossing,"['drama', 'thriller']"
5223,The Giant Spider Invasion,"['horror', 'science fiction']"
5224,Iron Will,"['adventure', 'drama', 'family']"
5225,Mountains of the Moon,"['action', 'adventure', 'drama', 'history']"
5226,Rambling Rose,['drama']
5227,The Survivors,"['drama', 'comedy']"
5228,White Fang,"['action', 'adventure', 'drama', 'family']"
5229,White Fang 2: Myth of the White Wolf,"['action', 'adventure', 'drama', 'family']"
5230,The New Guy,"['comedy', 'family']"
5231,Unfaithful,"['thriller', 'drama']"
5232,The Lady and the Duke,"['war', 'drama', 'history']"
5233,Whore,['drama']
5234,My Beautiful Laundrette,"['romance', 'drama', 'comedy']"
5235,Ballad of a Soldier,"['drama', 'romance', 'war']"
5236,Big Bad Mama,"['action', 'comedy', 'crime', 'drama']"
5237,Big Bad Mama II,"['action', 'comedy', 'crime']"
5238,Beyond the Darkness,['horror']
5239,Calamity Jane,"['action', 'western', 'music']"
5240,The Cranes Are Flying,"['drama', 'romance', 'war']"
5241,Devil Doll,['horror']
5242,The Harvey Girls,"['western', 'drama', 'comedy', 'music']"
5243,The Lady in Red,"['action', 'thriller']"
5244,About a Boy,"['drama', 'comedy', 'romance']"
5245,Star Wars: Episode II - Attack of the Clones,"['adventure', 'action', 'science fiction']"
5246,The Believer,['drama']
5247,The Importance of Being Earnest,"['comedy', 'drama', 'history', 'romance']"
5248,The Charge of the Light Brigade,"['action', 'adventure', 'drama', 'history', 'war']"
5249,Every Which Way But Loose,"['action', 'adventure', 'comedy', 'romance']"
5250,The Hound of the Baskervilles,"['horror', 'thriller', 'mystery']"
5251,I Want to Live!,"['crime', 'drama']"
5252,The Last Waltz,"['documentary', 'music']"
5253,The Pride and the Passion,"['action', 'adventure', 'drama', 'romance']"
5254,Enough,"['drama', 'thriller']"
5255,Insomnia,"['crime', 'mystery', 'thriller']"
5256,Spirit: Stallion of the Cimarron,"['western', 'animation', 'adventure', 'comedy', 'family']"
5257,CQ,"['comedy', 'drama', 'science fiction']"
5258,Thirteen Conversations About One Thing,['drama']
5259,Bus Stop,"['drama', 'romance', 'comedy']"
5260,Cowboy,['western']
